Problem;Number of Iterations;Termination Criterion;Makespan;Time (s);%Gap
ta78;250;5;5926;53.3125;5.4
ta78;250;10;5907;50.5;5.1
ta78;250;20;5824;49.21875;3.6
ta78;500;5;5916;107.484375;5.2
ta78;500;10;5884;102.5625;4.6
ta78;500;20;5877;99.453125;4.5
ta78;1000;5;6022;213.828125;7.1
ta78;1000;10;5846;204.1875;4
ta78;1000;20;5798;198.234375;3.1
ta78;2500;5;6001;534.828125;6.7
ta78;2500;10;5876;512.828125;4.5
ta78;2500;20;5820;493.375;3.5
ta79;50;5;6285;10.6875;7
ta79;50;10;6169;10.109375;5
ta79;50;20;6165;9.5625;4.9
ta79;100;5;6158;21.375;4.8
ta79;100;10;6096;20.34375;3.8
ta79;100;20;6163;19.359375;4.9
ta79;250;5;6139;53.453125;4.5
ta79;250;10;6102;50.78125;3.9
ta79;250;20;6110;49.453125;4
ta79;500;5;6189;105.59375;5.3
ta79;500;10;6060;101.21875;3.1
ta79;500;20;6049;98.34375;3
ta79;1000;5;6117;213.453125;4.1
ta79;1000;10;6061;205.4375;3.2
ta79;1000;20;5989;199.578125;1.9
ta79;2500;5;6131;536.15625;4.4
ta79;2500;10;6061;514.8125;3.2
ta79;2500;20;6035;500.34375;2.7
ta80;50;5;6153;10.6875;5.3
ta80;50;10;6165;10;5.5
ta80;50;20;6200;10.140625;6.1
ta80;100;5;6203;22.28125;6.1
ta80;100;10;6013;20.390625;2.9
ta80;100;20;6112;20.09375;4.6
ta80;250;5;6069;53.6875;3.8
ta80;250;10;6053;51.5;3.6
ta80;250;20;6023;49.71875;3
ta80;500;5;6145;107.84375;5.1
ta80;500;10;6068;103.09375;3.8
ta80;500;20;6055;98.65625;3.6
ta80;1000;5;6088;215.0625;4.2
ta80;1000;10;6081;205.234375;4
ta80;1000;20;6056;199.265625;3.6
ta80;2500;5;6138;532.640625;5
ta80;2500;10;5967;543.65625;2.1
ta80;2500;20;6019;531.4375;3
ta81;50;5;6948;15.078125;10.5
ta81;50;10;6974;13.890625;10.9
ta81;50;20;7109;13.9375;13.1
ta81;100;5;7016;29.9375;11.6
ta81;100;10;6935;28.9375;10.3
ta81;100;20;6927;28.046875;10.2
ta81;250;5;7019;75.765625;11.7
ta81;250;10;6974;72.109375;10.9
ta81;250;20;6897;70.890625;9.7
ta81;500;5;6987;150.0625;11.2
ta81;500;10;6829;148.34375;8.6
ta81;500;20;6709;141.671875;6.7
ta81;1000;5;6972;303.0625;10.9
ta81;1000;10;6796;290.203125;8.1
ta81;1000;20;6768;284.125;7.7
ta81;2500;5;6922;772.71875;10.1
ta81;2500;10;6846;911.3125;8.9
ta81;2500;20;6694;773.84375;6.5
ta82;50;5;6986;17.390625;11.9
ta82;50;10;7073;14.71875;13.3
ta82;50;20;6930;14.1875;11
ta82;100;5;7108;30.375;13.9
ta82;100;10;6888;30.484375;10.4
ta82;100;20;7030;29.328125;12.6
ta82;250;5;6959;77.796875;11.5
ta82;250;10;6831;88.71875;9.5
ta82;250;20;6801;91.609375;9
ta82;500;5;6941;172.75;11.2
ta82;500;10;6855;161.3125;9.8
ta82;500;20;6830;153.671875;9.4
ta82;1000;5;6892;311.703125;10.4
ta82;1000;10;6776;324.015625;8.6
ta82;1000;20;6770;321.3125;8.5
ta82;2500;5;7033;816.875;12.7
ta82;2500;10;6804;728.40625;9
ta82;2500;20;6689;768.34375;7.2
ta83;50;5;7028;17.765625;11
ta83;50;10;6998;16.5;10.6
ta83;50;20;7084;16.15625;11.9
ta83;100;5;7039;36.171875;11.2
ta83;100;10;7011;32.203125;10.8
ta83;100;20;6966;28.796875;10.1
ta83;250;5;7042;81.625;11.3
ta83;250;10;6936;77.328125;9.6
ta83;250;20;6894;76.078125;8.9
ta83;500;5;7068;154.9375;11.7
ta83;500;10;6879;149.34375;8.7
ta83;500;20;6910;143.6875;9.2
ta83;1000;5;7116;348.453125;12.4
ta83;1000;10;6864;261.984375;8.5
ta83;1000;20;6675;276.078125;5.5
ta83;2500;5;7028;663.15625;11
ta83;2500;10;6851;674.609375;8.2
ta83;2500;20;6788;716.84375;7.3
ta84;50;5;7028;15.125;11.4
ta84;50;10;6961;14.4375;10.4
ta84;50;20;6921;14.046875;9.8
ta84;100;5;7104;29.953125;12.7
ta84;100;10;6977;29.3125;10.6
ta84;100;20;6838;28.640625;8.4
ta84;250;5;6971;79.46875;10.5
ta84;250;10;6869;78.953125;8.9
ta84;250;20;6902;75.4375;9.5
ta84;500;5;6944;163.625;10.1
ta84;500;10;6918;152.703125;9.7
ta84;500;20;6885;142.390625;9.2
ta84;1000;5;6923;305.4375;9.8
ta84;1000;10;6883;291.96875;9.2
ta84;1000;20;6729;286.796875;6.7
ta84;2500;5;6981;804.390625;10.7
ta84;2500;10;6835;766.03125;8.4
ta84;2500;20;6724;735.875;6.6
ta85;50;5;7178;14.859375;12.6
ta85;50;10;7115;14.328125;11.6
ta85;50;20;7148;14.15625;12.1
ta85;100;5;7086;30.71875;11.1
ta85;100;10;7032;29.90625;10.3
ta85;100;20;7037;28.59375;10.3
ta85;250;5;7017;76.65625;10
ta85;250;10;7018;73.046875;10.1
ta85;250;20;7033;70.9375;10.3
ta85;500;5;7026;160.375;10.2
ta85;500;10;6993;175.9375;9.7
ta85;500;20;6886;172.328125;8
ta85;1000;5;7022;377.765625;10.1
ta85;1000;10;6908;361.84375;8.3
ta85;1000;20;6793;340.703125;6.5
ta85;2500;5;7100;852.890625;11.3
ta85;2500;10;6813;792.265625;6.8
ta85;2500;20;6794;749.96875;6.5
ta86;50;5;7223;20.25;12.2
ta86;50;10;7145;18.65625;11
ta86;50;20;7136;18.75;10.9
ta86;100;5;7103;39.515625;10.3
ta86;100;10;7152;38.46875;11.1
ta86;100;20;7073;35.625;9.9
ta86;250;5;7130;99.5;10.8
ta86;250;10;6993;88.171875;8.6
ta86;250;20;7053;84.625;9.6
ta86;500;5;7197;183;11.8
ta86;500;10;6992;174.234375;8.6
ta86;500;20;7012;169.265625;8.9
ta86;1000;5;7022;363.671875;9.1
ta86;1000;10;6952;347.484375;8
ta86;1000;20;6900;337.21875;7.2
ta86;2500;5;7099;902.5;10.3
ta86;2500;10;6942;868.265625;7.8
ta86;2500;20;6811;843.625;5.8
ta87;50;5;7248;17.9375;14.2
ta87;50;10;7147;17.15625;12.6
ta87;50;20;7124;16.578125;12.3
ta87;100;5;7036;36.265625;10.9
ta87;100;10;7078;34.859375;11.5
ta87;100;20;7054;33.78125;11.2
ta87;250;5;7104;90.0625;11.9
ta87;250;10;7092;86.21875;11.8
ta87;250;20;7027;84.5;10.7
ta87;500;5;7146;180.4375;12.6
ta87;500;10;6945;173.375;9.4
ta87;500;20;6898;168.328125;8.7
ta87;1000;5;7042;360.15625;11
ta87;1000;10;6949;345.296875;9.5
ta87;1000;20;6858;338.0625;8.1
ta87;2500;5;7119;922.859375;12.2
ta87;2500;10;6868;876.71875;8.2
ta87;2500;20;6864;854.28125;8.2
ta88;50;5;7355;17.6875;13.5
ta88;50;10;7225;16.96875;11.5
ta88;50;20;7208;16.453125;11.2
ta88;100;5;7296;38;12.6
ta88;100;10;7080;34.03125;9.2
ta88;100;20;7194;34.375;11
ta88;250;5;7280;88.765625;12.3
ta88;250;10;7144;84.71875;10.2
ta88;250;20;7138;84.34375;10.1
ta88;500;5;7187;184.859375;10.9
ta88;500;10;7080;180.765625;9.2
ta88;500;20;7067;167.703125;9
ta88;1000;5;7243;357.453125;11.8
ta88;1000;10;7029;344.671875;8.5
ta88;1000;20;6960;348.796875;7.4
ta88;2500;5;7306;920.828125;12.7
ta88;2500;10;7071;877.890625;9.1
ta88;2500;20;6882;942.78125;6.2
ta89;50;5;7177;18.6875;12.9
ta89;50;10;7068;17;11.2
ta89;50;20;7112;16.546875;11.9
ta89;100;5;7132;35.96875;12.2
ta89;100;10;7054;34.15625;10.9
ta89;100;20;7100;33.375;11.7
ta89;250;5;7088;96.125;11.5
ta89;250;10;6903;90.71875;8.6
ta89;250;20;6975;91.609375;9.7
ta89;500;5;7003;199.625;10.1
ta89;500;10;6927;189.84375;8.9
ta89;500;20;6900;179.359375;8.5
ta89;1000;5;7112;377.25;11.9
ta89;1000;10;6884;364.71875;8.3
ta89;1000;20;6756;355.703125;6.3
ta89;2500;5;7121;874.15625;12
ta89;2500;10;6872;822.71875;8.1
ta89;2500;20;6757;808.734375;6.3
ta90;50;5;7205;15.96875;11.4
ta90;50;10;7202;15.53125;11.4
ta90;50;20;7162;14.734375;10.8
ta90;100;5;7136;31.90625;10.4
ta90;100;10;7104;30.640625;9.9
ta90;100;20;6996;30.0625;8.2
ta90;250;5;7160;80.640625;10.8
ta90;250;10;6961;77.28125;7.7
ta90;250;20;7049;74.921875;9
ta90;500;5;7087;158.828125;9.6
ta90;500;10;7019;153.453125;8.6
ta90;500;20;6966;141.625;7.7
ta90;1000;5;7094;318.03125;9.7
ta90;1000;10;6983;313.578125;8
ta90;1000;20;6850;283.546875;6
ta90;2500;5;7115;760.5625;10.1
ta90;2500;10;6951;726.890625;7.5
ta90;2500;20;6876;712.609375;6.4
