Problem,Number of Iterations,Termination Criterion,Makespan,Time (s),%Gap
Taillard Benchmark/ta43.txt,250,10,3145.0,30.4375,9.8%
Taillard Benchmark/ta43.txt,250,20,3141.0,29.546875,9.7%
Taillard Benchmark/ta43.txt,500,5,3119.0,63.765625,8.9%
Taillard Benchmark/ta43.txt,500,10,3099.0,61.015625,8.2%
Taillard Benchmark/ta43.txt,500,20,3038.0,59.3125,6.1%
Taillard Benchmark/ta43.txt,1000,5,3126.0,127.78125,9.1%
Taillard Benchmark/ta43.txt,1000,10,3071.0,122.046875,7.2%
Taillard Benchmark/ta43.txt,1000,20,3055.0,118.671875,6.7%
Taillard Benchmark/ta43.txt,2500,5,3079.0,320.421875,7.5%
Taillard Benchmark/ta43.txt,2500,10,3036.0,305.140625,6.0%
Taillard Benchmark/ta43.txt,2500,20,3038.0,297.609375,6.1%
Taillard Benchmark/ta44.txt,50,5,3345.0,6.5,9.2%
Taillard Benchmark/ta44.txt,50,10,3337.0,5.953125,8.9%
Taillard Benchmark/ta44.txt,50,20,3329.0,5.8125,8.6%
Taillard Benchmark/ta44.txt,100,5,3290.0,12.765625,7.4%
Taillard Benchmark/ta44.txt,100,10,3278.0,12.421875,7.0%
Taillard Benchmark/ta44.txt,100,20,3309.0,11.828125,8.0%
Taillard Benchmark/ta44.txt,250,5,3284.0,31.84375,7.2%
Taillard Benchmark/ta44.txt,250,10,3274.0,30.328125,6.9%
Taillard Benchmark/ta44.txt,250,20,3243.0,29.28125,5.8%
Taillard Benchmark/ta44.txt,500,5,3284.0,64.234375,7.2%
Taillard Benchmark/ta44.txt,500,10,3175.0,60.71875,3.6%
Taillard Benchmark/ta44.txt,500,20,3205.0,58.875,4.6%
Taillard Benchmark/ta44.txt,1000,5,3288.0,128.59375,7.3%
Taillard Benchmark/ta44.txt,1000,10,3191.0,121.875,4.1%
Taillard Benchmark/ta44.txt,1000,20,3189.0,118.890625,4.1%
Taillard Benchmark/ta44.txt,2500,5,3308.0,319.71875,8.0%
Taillard Benchmark/ta44.txt,2500,10,3199.0,306.578125,4.4%
Taillard Benchmark/ta44.txt,2500,20,3178.0,296.578125,3.7%
Taillard Benchmark/ta45.txt,50,5,3295.0,6.109375,10.3%
Taillard Benchmark/ta45.txt,50,10,3283.0,6.1875,9.9%
Taillard Benchmark/ta45.txt,50,20,3350.0,5.703125,12.2%
Taillard Benchmark/ta45.txt,100,5,3376.0,12.8125,13.1%
Taillard Benchmark/ta45.txt,100,10,3271.0,12.203125,9.5%
Taillard Benchmark/ta45.txt,100,20,3240.0,11.578125,8.5%
Taillard Benchmark/ta45.txt,250,5,3235.0,31.875,8.3%
Taillard Benchmark/ta45.txt,250,10,3191.0,30.46875,6.9%
Taillard Benchmark/ta45.txt,250,20,3230.0,29.4375,8.2%
Taillard Benchmark/ta45.txt,500,5,3275.0,63.734375,9.7%
Taillard Benchmark/ta45.txt,500,10,3205.0,60.671875,7.3%
Taillard Benchmark/ta45.txt,500,20,3292.0,59.34375,10.2%
Taillard Benchmark/ta45.txt,1000,5,3270.0,127.84375,9.5%
Taillard Benchmark/ta45.txt,1000,10,3197.0,122.921875,7.1%
Taillard Benchmark/ta45.txt,1000,20,3152.0,117.53125,5.6%
Taillard Benchmark/ta45.txt,2500,5,3230.0,319.953125,8.2%
Taillard Benchmark/ta45.txt,2500,10,3134.0,305.484375,5.0%
Taillard Benchmark/ta45.txt,2500,20,3147.0,296.265625,5.4%
Taillard Benchmark/ta46.txt,50,5,3246.0,6.53125,8.0%
Taillard Benchmark/ta46.txt,50,10,3297.0,5.953125,9.7%
Taillard Benchmark/ta46.txt,50,20,3277.0,5.640625,9.0%
Taillard Benchmark/ta46.txt,100,5,3211.0,12.875,6.8%
Taillard Benchmark/ta46.txt,100,10,3269.0,12.09375,8.7%
Taillard Benchmark/ta46.txt,100,20,3343.0,11.71875,11.2%
Taillard Benchmark/ta46.txt,250,5,3226.0,32.21875,7.3%
Taillard Benchmark/ta46.txt,250,10,3224.0,30.453125,7.3%
Taillard Benchmark/ta46.txt,250,20,3237.0,29.609375,7.7%
Taillard Benchmark/ta46.txt,500,5,3206.0,65.6875,6.7%
Taillard Benchmark/ta46.txt,500,10,3185.0,82.296875,6.0%
Taillard Benchmark/ta46.txt,500,20,3187.0,70.5625,6.0%
Taillard Benchmark/ta46.txt,1000,5,3260.0,164.609375,8.4%
Taillard Benchmark/ta46.txt,1000,10,3224.0,158.375,7.3%
Taillard Benchmark/ta46.txt,1000,20,3155.0,158.234375,5.0%
Taillard Benchmark/ta46.txt,2500,5,3241.0,432.703125,7.8%
Taillard Benchmark/ta46.txt,2500,10,3159.0,434.90625,5.1%
Taillard Benchmark/ta46.txt,2500,20,3115.0,392.875,3.6%
Taillard Benchmark/ta47.txt,50,5,3385.0,8.59375,8.9%
Taillard Benchmark/ta47.txt,50,10,3361.0,7.9375,8.2%
Taillard Benchmark/ta47.txt,50,20,3327.0,7.84375,7.1%
Taillard Benchmark/ta47.txt,100,5,3314.0,16.46875,6.7%
Taillard Benchmark/ta47.txt,100,10,3339.0,15.96875,7.5%
Taillard Benchmark/ta47.txt,100,20,3331.0,16.0625,7.2%
Taillard Benchmark/ta47.txt,250,5,3365.0,42.4375,8.3%
Taillard Benchmark/ta47.txt,250,10,3262.0,39.296875,5.0%
Taillard Benchmark/ta47.txt,250,20,3333.0,38.015625,7.3%
Taillard Benchmark/ta47.txt,500,5,3302.0,84.59375,6.3%
Taillard Benchmark/ta47.txt,500,10,3272.0,79.578125,5.3%
Taillard Benchmark/ta47.txt,500,20,3241.0,77.0,4.3%
Taillard Benchmark/ta47.txt,1000,5,3308.0,168.875,6.5%
Taillard Benchmark/ta47.txt,1000,10,3248.0,163.46875,4.5%
Taillard Benchmark/ta47.txt,1000,20,3267.0,158.640625,5.1%
Taillard Benchmark/ta47.txt,2500,5,3291.0,423.375,5.9%
Taillard Benchmark/ta47.txt,2500,10,3275.0,456.640625,5.4%
Taillard Benchmark/ta47.txt,2500,20,3203.0,442.265625,3.1%
Taillard Benchmark/ta48.txt,50,5,3285.0,9.265625,8.1%
Taillard Benchmark/ta48.txt,50,10,3332.0,8.96875,9.6%
Taillard Benchmark/ta48.txt,50,20,3267.0,8.828125,7.5%
Taillard Benchmark/ta48.txt,100,5,3274.0,18.703125,7.7%
Taillard Benchmark/ta48.txt,100,10,3295.0,18.671875,8.4%
Taillard Benchmark/ta48.txt,100,20,3273.0,17.34375,7.7%
Taillard Benchmark/ta48.txt,250,5,3263.0,42.3125,7.4%
Taillard Benchmark/ta48.txt,250,10,3219.0,37.625,5.9%
Taillard Benchmark/ta48.txt,250,20,3240.0,37.015625,6.6%
Taillard Benchmark/ta48.txt,500,5,3259.0,80.9375,7.2%
Taillard Benchmark/ta48.txt,500,10,3225.0,76.4375,6.1%
Taillard Benchmark/ta48.txt,500,20,3210.0,72.875,5.6%
Taillard Benchmark/ta48.txt,1000,5,3275.0,156.953125,7.8%
Taillard Benchmark/ta48.txt,1000,10,3211.0,151.53125,5.7%
Taillard Benchmark/ta48.txt,1000,20,3203.0,145.625,5.4%
Taillard Benchmark/ta48.txt,2500,5,3237.0,399.375,6.5%
Taillard Benchmark/ta48.txt,2500,10,3196.0,399.390625,5.2%
Taillard Benchmark/ta48.txt,2500,20,3164.0,396.609375,4.1%
Taillard Benchmark/ta49.txt,50,5,3254.0,8.359375,12.1%
Taillard Benchmark/ta49.txt,50,10,3193.0,7.265625,10.0%
Taillard Benchmark/ta49.txt,50,20,3143.0,7.671875,8.3%
Taillard Benchmark/ta49.txt,100,5,3132.0,15.703125,7.9%
Taillard Benchmark/ta49.txt,100,10,3171.0,15.421875,9.3%
Taillard Benchmark/ta49.txt,100,20,3177.0,14.59375,9.5%
Taillard Benchmark/ta49.txt,250,5,3194.0,39.140625,10.1%
Taillard Benchmark/ta49.txt,250,10,3096.0,37.921875,6.7%
Taillard Benchmark/ta49.txt,250,20,3133.0,36.21875,8.0%
Taillard Benchmark/ta49.txt,500,5,3148.0,81.0,8.5%
Taillard Benchmark/ta49.txt,500,10,3075.0,79.9375,6.0%
Taillard Benchmark/ta49.txt,500,20,3082.0,81.796875,6.2%
Taillard Benchmark/ta49.txt,1000,5,3167.0,172.421875,9.1%
Taillard Benchmark/ta49.txt,1000,10,3099.0,169.734375,6.8%
Taillard Benchmark/ta49.txt,1000,20,3103.0,162.171875,6.9%
Taillard Benchmark/ta49.txt,2500,5,3117.0,424.828125,7.4%
Taillard Benchmark/ta49.txt,2500,10,3026.0,393.390625,4.3%
Taillard Benchmark/ta49.txt,2500,20,3071.0,362.96875,5.8%
Taillard Benchmark/ta50.txt,50,5,3326.0,6.78125,7.6%
Taillard Benchmark/ta50.txt,50,10,3348.0,6.9375,8.3%
Taillard Benchmark/ta50.txt,50,20,3343.0,6.25,8.2%
Taillard Benchmark/ta50.txt,100,5,3376.0,14.09375,9.2%
Taillard Benchmark/ta50.txt,100,10,3285.0,13.53125,6.3%
Taillard Benchmark/ta50.txt,100,20,3359.0,13.890625,8.7%
Taillard Benchmark/ta50.txt,250,5,3288.0,37.015625,6.4%
Taillard Benchmark/ta50.txt,250,10,3289.0,35.75,6.4%
Taillard Benchmark/ta50.txt,250,20,3282.0,32.703125,6.2%
Taillard Benchmark/ta50.txt,500,5,3313.0,69.625,7.2%
Taillard Benchmark/ta50.txt,500,10,3255.0,69.9375,5.3%
Taillard Benchmark/ta50.txt,500,20,3315.0,64.984375,7.2%
Taillard Benchmark/ta50.txt,1000,5,3336.0,148.078125,7.9%
Taillard Benchmark/ta50.txt,1000,10,3264.0,158.765625,5.6%
Taillard Benchmark/ta50.txt,1000,20,3234.0,134.25,4.6%
Taillard Benchmark/ta50.txt,2500,5,3307.0,364.28125,7.0%
Taillard Benchmark/ta50.txt,2500,10,3250.0,370.359375,5.1%
Taillard Benchmark/ta50.txt,2500,20,3215.0,337.96875,4.0%
Taillard Benchmark/ta51.txt,50,5,4277.0,10.15625,10.4%
Taillard Benchmark/ta51.txt,50,10,4376.0,9.75,12.9%
Taillard Benchmark/ta51.txt,50,20,4297.0,8.875,10.9%
Taillard Benchmark/ta51.txt,100,5,4256.0,17.609375,9.8%
Taillard Benchmark/ta51.txt,100,10,4229.0,16.796875,9.1%
Taillard Benchmark/ta51.txt,100,20,4269.0,17.9375,10.2%
Taillard Benchmark/ta51.txt,250,5,4218.0,50.859375,8.9%
Taillard Benchmark/ta51.txt,250,10,4164.0,45.34375,7.5%
Taillard Benchmark/ta51.txt,250,20,4138.0,41.96875,6.8%
Taillard Benchmark/ta51.txt,500,5,4199.0,97.265625,8.4%
Taillard Benchmark/ta51.txt,500,10,4129.0,88.265625,6.6%
Taillard Benchmark/ta51.txt,500,20,4181.0,84.578125,7.9%
Taillard Benchmark/ta51.txt,1000,5,4224.0,181.140625,9.0%
Taillard Benchmark/ta51.txt,1000,10,4084.0,177.359375,5.4%
Taillard Benchmark/ta51.txt,1000,20,4099.0,169.859375,5.8%
Taillard Benchmark/ta51.txt,2500,5,4238.0,446.734375,9.4%
Taillard Benchmark/ta51.txt,2500,10,4097.0,424.96875,5.7%
Taillard Benchmark/ta51.txt,2500,20,4041.0,421.625,4.3%
Taillard Benchmark/ta52.txt,50,5,4116.0,8.125,10.8%
Taillard Benchmark/ta52.txt,50,10,4197.0,8.484375,13.0%
Taillard Benchmark/ta52.txt,50,20,4118.0,7.671875,10.8%
Taillard Benchmark/ta52.txt,100,5,4177.0,18.390625,12.4%
Taillard Benchmark/ta52.txt,100,10,4081.0,16.109375,9.9%
Taillard Benchmark/ta52.txt,100,20,4146.0,16.0625,11.6%
Taillard Benchmark/ta52.txt,250,5,4096.0,42.140625,10.3%
Taillard Benchmark/ta52.txt,250,10,4062.0,41.203125,9.3%
Taillard Benchmark/ta52.txt,250,20,4073.0,39.90625,9.6%
Taillard Benchmark/ta52.txt,500,5,4098.0,86.265625,10.3%
Taillard Benchmark/ta52.txt,500,10,4069.0,86.09375,9.5%
Taillard Benchmark/ta52.txt,500,20,4086.0,86.875,10.0%
Taillard Benchmark/ta52.txt,1000,5,4136.0,185.03125,11.3%
Taillard Benchmark/ta52.txt,1000,10,3994.0,174.71875,7.5%
Taillard Benchmark/ta52.txt,1000,20,3937.0,170.90625,6.0%
Taillard Benchmark/ta52.txt,2500,5,4046.0,452.453125,8.9%
Taillard Benchmark/ta52.txt,2500,10,4000.0,437.828125,7.7%
Taillard Benchmark/ta52.txt,2500,20,3950.0,432.015625,6.3%
Taillard Benchmark/ta53.txt,50,5,4091.0,8.859375,11.5%
Taillard Benchmark/ta53.txt,50,10,4061.0,8.0625,10.7%
Taillard Benchmark/ta53.txt,50,20,4120.0,8.046875,12.3%
Taillard Benchmark/ta53.txt,100,5,4138.0,16.875,12.8%
Taillard Benchmark/ta53.txt,100,10,4075.0,16.84375,11.1%
Taillard Benchmark/ta53.txt,100,20,3978.0,15.6875,8.5%
Taillard Benchmark/ta53.txt,250,5,4034.0,42.109375,10.0%
Taillard Benchmark/ta53.txt,250,10,3986.0,40.875,8.7%
Taillard Benchmark/ta53.txt,250,20,3993.0,39.296875,8.9%
Taillard Benchmark/ta53.txt,500,5,4076.0,87.53125,11.1%
Taillard Benchmark/ta53.txt,500,10,4021.0,89.34375,9.6%
Taillard Benchmark/ta53.txt,500,20,4006.0,87.640625,9.2%
Taillard Benchmark/ta53.txt,1000,5,4044.0,180.96875,10.3%
Taillard Benchmark/ta53.txt,1000,10,4036.0,178.203125,10.0%
Taillard Benchmark/ta53.txt,1000,20,3938.0,179.265625,7.4%
Taillard Benchmark/ta53.txt,2500,5,3997.0,540.0625,9.0%
Taillard Benchmark/ta53.txt,2500,10,3963.0,500.984375,8.0%
Taillard Benchmark/ta53.txt,2500,20,3947.0,480.203125,7.6%
Taillard Benchmark/ta54.txt,50,5,4216.0,12.609375,12.4%
Taillard Benchmark/ta54.txt,50,10,4153.0,12.234375,10.7%
Taillard Benchmark/ta54.txt,50,20,4175.0,11.609375,11.3%
Taillard Benchmark/ta54.txt,100,5,4128.0,25.59375,10.0%
Taillard Benchmark/ta54.txt,100,10,4108.0,23.953125,9.5%
Taillard Benchmark/ta54.txt,100,20,4140.0,23.65625,10.3%
Taillard Benchmark/ta54.txt,250,5,4091.0,50.484375,9.0%
Taillard Benchmark/ta54.txt,250,10,4059.0,41.859375,8.2%
Taillard Benchmark/ta54.txt,250,20,4075.0,43.359375,8.6%
Taillard Benchmark/ta54.txt,500,5,4094.0,91.234375,9.1%
Taillard Benchmark/ta54.txt,500,10,4017.0,87.1875,7.1%
Taillard Benchmark/ta54.txt,500,20,4013.0,84.53125,7.0%
Taillard Benchmark/ta54.txt,1000,5,4069.0,181.421875,8.4%
Taillard Benchmark/ta54.txt,1000,10,4005.0,175.21875,6.7%
Taillard Benchmark/ta54.txt,1000,20,4072.0,169.78125,8.5%
Taillard Benchmark/ta54.txt,2500,5,4067.0,467.296875,8.4%
Taillard Benchmark/ta54.txt,2500,10,4020.0,461.953125,7.1%
Taillard Benchmark/ta54.txt,2500,20,3933.0,401.640625,4.8%
Taillard Benchmark/ta55.txt,50,5,4183.0,8.65625,15.1%
Taillard Benchmark/ta55.txt,50,10,4114.0,8.109375,13.2%
Taillard Benchmark/ta55.txt,50,20,4221.0,8.03125,16.1%
Taillard Benchmark/ta55.txt,100,5,4131.0,17.125,13.6%
Taillard Benchmark/ta55.txt,100,10,4058.0,16.296875,11.6%
Taillard Benchmark/ta55.txt,100,20,4070.0,16.03125,12.0%
Taillard Benchmark/ta55.txt,250,5,4050.0,43.171875,11.4%
Taillard Benchmark/ta55.txt,250,10,4022.0,41.109375,10.6%
Taillard Benchmark/ta55.txt,250,20,4075.0,39.8125,12.1%
Taillard Benchmark/ta55.txt,500,5,4080.0,85.359375,12.2%
Taillard Benchmark/ta55.txt,500,10,4000.0,82.71875,10.0%
Taillard Benchmark/ta55.txt,500,20,3959.0,80.09375,8.9%
Taillard Benchmark/ta55.txt,1000,5,4104.0,178.328125,12.9%
Taillard Benchmark/ta55.txt,1000,10,3902.0,164.796875,7.3%
Taillard Benchmark/ta55.txt,1000,20,3903.0,154.921875,7.4%
Taillard Benchmark/ta55.txt,2500,5,4062.0,411.875,11.7%
Taillard Benchmark/ta55.txt,2500,10,3957.0,394.65625,8.9%
Taillard Benchmark/ta55.txt,2500,20,3886.0,392.203125,6.9%
Taillard Benchmark/ta56.txt,50,5,4080.0,8.40625,10.3%
Taillard Benchmark/ta56.txt,50,10,4059.0,7.71875,9.8%
Taillard Benchmark/ta56.txt,50,20,4137.0,7.875,11.9%
Taillard Benchmark/ta56.txt,100,5,4155.0,16.84375,12.4%
Taillard Benchmark/ta56.txt,100,10,4166.0,15.96875,12.7%
Taillard Benchmark/ta56.txt,100,20,4113.0,15.59375,11.2%
Taillard Benchmark/ta56.txt,250,5,4105.0,42.1875,11.0%
Taillard Benchmark/ta56.txt,250,10,4024.0,39.609375,8.8%
Taillard Benchmark/ta56.txt,250,20,4045.0,39.421875,9.4%
Taillard Benchmark/ta56.txt,500,5,4067.0,83.671875,10.0%
Taillard Benchmark/ta56.txt,500,10,4042.0,80.21875,9.3%
Taillard Benchmark/ta56.txt,500,20,4022.0,78.34375,8.8%
Taillard Benchmark/ta56.txt,1000,5,4080.0,168.109375,10.3%
Taillard Benchmark/ta56.txt,1000,10,4009.0,161.28125,8.4%
Taillard Benchmark/ta56.txt,1000,20,3976.0,155.890625,7.5%
Taillard Benchmark/ta56.txt,2500,5,4138.0,420.15625,11.9%
Taillard Benchmark/ta56.txt,2500,10,3942.0,401.953125,6.6%
Taillard Benchmark/ta56.txt,2500,20,3987.0,392.0,7.8%
Taillard Benchmark/ta57.txt,50,5,4139.0,8.46875,11.4%
Taillard Benchmark/ta57.txt,50,10,4135.0,7.71875,11.3%
Taillard Benchmark/ta57.txt,50,20,4169.0,7.890625,12.2%
Taillard Benchmark/ta57.txt,100,5,4168.0,16.609375,12.2%
Taillard Benchmark/ta57.txt,100,10,4148.0,15.890625,11.6%
Taillard Benchmark/ta57.txt,100,20,4077.0,15.546875,9.7%
Taillard Benchmark/ta57.txt,250,5,4082.0,41.46875,9.8%
Taillard Benchmark/ta57.txt,250,10,4072.0,40.15625,9.6%
Taillard Benchmark/ta57.txt,250,20,4094.0,39.546875,10.2%
Taillard Benchmark/ta57.txt,500,5,4061.0,84.3125,9.3%
Taillard Benchmark/ta57.txt,500,10,4026.0,80.109375,8.3%
Taillard Benchmark/ta57.txt,500,20,4046.0,77.8125,8.9%
Taillard Benchmark/ta57.txt,1000,5,4073.0,166.25,9.6%
Taillard Benchmark/ta57.txt,1000,10,4010.0,158.796875,7.9%
Taillard Benchmark/ta57.txt,1000,20,3958.0,155.09375,6.5%
Taillard Benchmark/ta57.txt,2500,5,4153.0,415.484375,11.8%
Taillard Benchmark/ta57.txt,2500,10,3958.0,399.234375,6.5%
Taillard Benchmark/ta57.txt,2500,20,3935.0,386.9375,5.9%
Taillard Benchmark/ta58.txt,50,5,4198.0,8.484375,13.2%
Taillard Benchmark/ta58.txt,50,10,4152.0,7.640625,11.9%
Taillard Benchmark/ta58.txt,50,20,4100.0,7.6875,10.5%
Taillard Benchmark/ta58.txt,100,5,4180.0,16.8125,12.7%
Taillard Benchmark/ta58.txt,100,10,4093.0,15.90625,10.4%
Taillard Benchmark/ta58.txt,100,20,4056.0,15.421875,9.4%
Taillard Benchmark/ta58.txt,250,5,4150.0,41.484375,11.9%
Taillard Benchmark/ta58.txt,250,10,4127.0,40.078125,11.3%
Taillard Benchmark/ta58.txt,250,20,4084.0,46.578125,10.1%
Taillard Benchmark/ta58.txt,500,5,4118.0,87.703125,11.0%
Taillard Benchmark/ta58.txt,500,10,4016.0,77.640625,8.3%
Taillard Benchmark/ta58.txt,500,20,4009.0,75.71875,8.1%
Taillard Benchmark/ta58.txt,1000,5,4135.0,163.40625,11.5%
Taillard Benchmark/ta58.txt,1000,10,4014.0,156.765625,8.2%
Taillard Benchmark/ta58.txt,1000,20,4051.0,156.515625,9.2%
Taillard Benchmark/ta58.txt,2500,5,4142.0,418.4375,11.7%
Taillard Benchmark/ta58.txt,2500,10,4015.0,400.140625,8.3%
Taillard Benchmark/ta58.txt,2500,20,3964.0,389.109375,6.9%
Taillard Benchmark/ta59.txt,50,5,4129.0,8.4375,9.7%
Taillard Benchmark/ta59.txt,50,10,4183.0,7.734375,11.1%
Taillard Benchmark/ta59.txt,50,20,4285.0,7.8125,13.8%
Taillard Benchmark/ta59.txt,100,5,4167.0,16.5,10.7%
Taillard Benchmark/ta59.txt,100,10,4185.0,16.390625,11.2%
Taillard Benchmark/ta59.txt,100,20,4232.0,15.46875,12.4%
Taillard Benchmark/ta59.txt,250,5,4181.0,41.875,11.0%
Taillard Benchmark/ta59.txt,250,10,4137.0,40.078125,9.9%
Taillard Benchmark/ta59.txt,250,20,4122.0,38.984375,9.5%
Taillard Benchmark/ta59.txt,500,5,4095.0,83.078125,8.8%
Taillard Benchmark/ta59.txt,500,10,4057.0,80.078125,7.8%
Taillard Benchmark/ta59.txt,500,20,4066.0,78.265625,8.0%
Taillard Benchmark/ta59.txt,1000,5,4098.0,166.59375,8.8%
Taillard Benchmark/ta59.txt,1000,10,4056.0,160.96875,7.7%
Taillard Benchmark/ta59.txt,1000,20,3965.0,155.40625,5.3%
Taillard Benchmark/ta59.txt,2500,5,4164.0,414.75,10.6%
Taillard Benchmark/ta59.txt,2500,10,3999.0,398.75,6.2%
Taillard Benchmark/ta59.txt,2500,20,4045.0,393.5,7.4%
Taillard Benchmark/ta60.txt,50,5,4243.0,8.578125,12.3%
Taillard Benchmark/ta60.txt,50,10,4217.0,7.859375,11.6%
Taillard Benchmark/ta60.txt,50,20,4222.0,7.703125,11.8%
Taillard Benchmark/ta60.txt,100,5,4181.0,16.828125,10.7%
Taillard Benchmark/ta60.txt,100,10,4074.0,15.96875,7.9%
Taillard Benchmark/ta60.txt,100,20,4174.0,15.296875,10.5%
Taillard Benchmark/ta60.txt,250,5,4151.0,41.828125,9.9%
Taillard Benchmark/ta60.txt,250,10,4136.0,40.265625,9.5%
Taillard Benchmark/ta60.txt,250,20,4116.0,39.3125,9.0%
Taillard Benchmark/ta60.txt,500,5,4183.0,83.71875,10.7%
Taillard Benchmark/ta60.txt,500,10,4054.0,80.484375,7.3%
Taillard Benchmark/ta60.txt,500,20,4098.0,78.421875,8.5%
Taillard Benchmark/ta60.txt,1000,5,4149.0,168.5,9.8%
Taillard Benchmark/ta60.txt,1000,10,4006.0,161.734375,6.1%
Taillard Benchmark/ta60.txt,1000,20,4001.0,172.375,5.9%
Taillard Benchmark/ta60.txt,2500,5,4183.0,527.453125,10.7%
Taillard Benchmark/ta60.txt,2500,10,4002.0,569.5,6.0%
Taillard Benchmark/ta60.txt,2500,20,3982.0,565.1875,5.4%
Taillard Benchmark/ta61.txt,50,5,5527.0,13.796875,0.6%
Taillard Benchmark/ta61.txt,50,10,5565.0,12.875,1.3%
Taillard Benchmark/ta61.txt,50,20,5527.0,12.03125,0.6%
Taillard Benchmark/ta61.txt,100,5,5562.0,21.515625,1.3%
Taillard Benchmark/ta61.txt,100,10,5527.0,24.359375,0.6%
Taillard Benchmark/ta61.txt,100,20,5527.0,23.125,0.6%
Taillard Benchmark/ta61.txt,250,5,5500.0,59.421875,0.1%
Taillard Benchmark/ta61.txt,250,10,5530.0,49.3125,0.7%
Taillard Benchmark/ta61.txt,250,20,5507.0,45.65625,0.3%
Taillard Benchmark/ta61.txt,500,5,5500.0,97.421875,0.1%
Taillard Benchmark/ta61.txt,500,10,5527.0,101.484375,0.6%
Taillard Benchmark/ta61.txt,500,20,5531.0,88.40625,0.7%
Taillard Benchmark/ta61.txt,1000,5,5527.0,200.1875,0.6%
Taillard Benchmark/ta61.txt,1000,10,5495.0,203.40625,0.0%
Taillard Benchmark/ta61.txt,1000,20,5495.0,210.421875,0.0%
Taillard Benchmark/ta61.txt,2500,5,5527.0,551.0625,0.6%
Taillard Benchmark/ta61.txt,2500,10,5519.0,525.21875,0.5%
Taillard Benchmark/ta61.txt,2500,20,5495.0,502.765625,0.0%
Taillard Benchmark/ta62.txt,50,5,5344.0,11.453125,1.4%
Taillard Benchmark/ta62.txt,50,10,5400.0,10.65625,2.5%
Taillard Benchmark/ta62.txt,50,20,5367.0,10.140625,1.9%
Taillard Benchmark/ta62.txt,100,5,5335.0,22.6875,1.3%
Taillard Benchmark/ta62.txt,100,10,5371.0,21.46875,2.0%
Taillard Benchmark/ta62.txt,100,20,5316.0,21.5625,0.9%
Taillard Benchmark/ta62.txt,250,5,5316.0,56.890625,0.9%
Taillard Benchmark/ta62.txt,250,10,5302.0,53.671875,0.6%
Taillard Benchmark/ta62.txt,250,20,5316.0,52.328125,0.9%
Taillard Benchmark/ta62.txt,500,5,5294.0,112.9375,0.5%
Taillard Benchmark/ta62.txt,500,10,5302.0,101.640625,0.6%
Taillard Benchmark/ta62.txt,500,20,5316.0,103.28125,0.9%
Taillard Benchmark/ta62.txt,1000,5,5316.0,220.40625,0.9%
Taillard Benchmark/ta62.txt,1000,10,5290.0,182.484375,0.4%
Taillard Benchmark/ta62.txt,1000,20,5290.0,177.15625,0.4%
Taillard Benchmark/ta62.txt,2500,5,5297.0,474.296875,0.6%
Taillard Benchmark/ta62.txt,2500,10,5316.0,501.53125,0.9%
Taillard Benchmark/ta62.txt,2500,20,5290.0,502.5625,0.4%
Taillard Benchmark/ta63.txt,50,5,5330.0,11.171875,3.0%
Taillard Benchmark/ta63.txt,50,10,5286.0,10.46875,2.1%
Taillard Benchmark/ta63.txt,50,20,5295.0,9.921875,2.3%
Taillard Benchmark/ta63.txt,100,5,5252.0,21.765625,1.5%
Taillard Benchmark/ta63.txt,100,10,5267.0,17.984375,1.8%
Taillard Benchmark/ta63.txt,100,20,5278.0,18.109375,2.0%
Taillard Benchmark/ta63.txt,250,5,5278.0,51.28125,2.0%
Taillard Benchmark/ta63.txt,250,10,5219.0,50.296875,0.9%
Taillard Benchmark/ta63.txt,250,20,5257.0,48.90625,1.6%
Taillard Benchmark/ta63.txt,500,5,5236.0,102.796875,1.2%
Taillard Benchmark/ta63.txt,500,10,5219.0,110.859375,0.9%
Taillard Benchmark/ta63.txt,500,20,5221.0,96.625,0.9%
Taillard Benchmark/ta63.txt,1000,5,5272.0,221.625,1.9%
Taillard Benchmark/ta63.txt,1000,10,5219.0,212.390625,0.9%
Taillard Benchmark/ta63.txt,1000,20,5235.0,204.234375,1.2%
Taillard Benchmark/ta63.txt,2500,5,5228.0,574.390625,1.0%
Taillard Benchmark/ta63.txt,2500,10,5222.0,532.015625,0.9%
Taillard Benchmark/ta63.txt,2500,20,5221.0,505.390625,0.9%
Taillard Benchmark/ta64.txt,50,5,5080.0,9.15625,1.3%
Taillard Benchmark/ta64.txt,50,10,5061.0,9.015625,0.9%
Taillard Benchmark/ta64.txt,50,20,5095.0,8.71875,1.6%
Taillard Benchmark/ta64.txt,100,5,5078.0,18.90625,1.3%
Taillard Benchmark/ta64.txt,100,10,5083.0,17.875,1.4%
Taillard Benchmark/ta64.txt,100,20,5061.0,17.40625,0.9%
Taillard Benchmark/ta64.txt,250,5,5044.0,47.125,0.6%
Taillard Benchmark/ta64.txt,250,10,5109.0,45.125,1.9%
Taillard Benchmark/ta64.txt,250,20,5086.0,44.203125,1.4%
Taillard Benchmark/ta64.txt,500,5,5050.0,95.265625,0.7%
Taillard Benchmark/ta64.txt,500,10,5049.0,90.0,0.7%
Taillard Benchmark/ta64.txt,500,20,5044.0,88.421875,0.6%
Taillard Benchmark/ta64.txt,1000,5,5066.0,206.375,1.0%
Taillard Benchmark/ta64.txt,1000,10,5044.0,183.0625,0.6%
